area,date,description,price,size
 (Ridgewood),1/6/2020 6:16,GREAT DEAL FOR 1 BEDROOM APT!WON'T LAST! WITH ALL UTILITIES INCLUDED!!,"$1,650 ",1br -
 (Ridgewood),1/6/2020 6:15,"STEPS AWAY FROM FOREST AVE ""M"" TRAIN STATION!! WON'T LAST!!!","$1,600 ",
 (Ridgewood),1/5/2020 23:22,1450sqft  Spacious & Beautifully Renovated 3 bedroom Duplex 2.5 Bath,"$3,995 ","4br -
                    1450ft"
,1/5/2020 23:09,"Beautiful Luxury Building 2BR/2BA with Full Amenities, M/L Trains","$3,599 ",2br -
,1/5/2020 22:56,1br in 2 br apartment ( Astoria),"$1,100 ",
 (queens),1/5/2020 22:08,Beautiful 3 bedroom,"$2,300 ",
" (Hollis, Jamaica)",1/5/2020 20:26,"1Bdr, Heat/Hot Water Inc., Living Room, Large Bedroom - Apply Now!!","$1,600 ",1br -
 (Glen Oaks - Bellerose),1/5/2020 20:14,2 Bed Room Apartment for Rent,"$1,870 ",2br -
 (Richmond Hill),1/5/2020 20:11,"New & Clean 3 BR Apartment + Attic, 25 min to Downtown Brooklyn!","$2,700 ","3br -
                    1000ft"
 (Rego Park),1/5/2020 19:33,Lovely Studio Apartment in Rego Park,"$1,565 ",
 (Woodside),1/5/2020 18:45,Airy and bright 1 bedroom - For Feb/Mar 1st move in,"$1,900 ",1br -
 (Long Island City),1/5/2020 18:12,Luxury Studio Crescent LIC + NO FEE + 1 Mo/FREE + GYM + YOGA,"$2,765 ",550ft
 (Long Island City),1/5/2020 17:54,No Fee Best priced 2 bed 2 bath in the building with balcony & W/D,"$3,995 ",2br -
 (Maspeth),1/5/2020 17:53,1 Bedroom Apartment for Rent included all utilities NO FEE,"$1,850 ",1br -
 (Elmhurst),1/5/2020 17:51,*%* Newly Rennovated 1 Bedroom Semi-Basement*%*,"$1,800 ",1br -
 (Bayside),1/5/2020 17:47,Bayside beautiful 3bedroom 2 bath,"$2,500 ","3br -
                    1200ft"
 (Astoria),1/5/2020 16:59,No Fee* Luxury 1 Bed  w/ Washer & Dryer in Unit *GYM* in **ASTORIA,"$2,492 ",1br -
 (Astoria / Ditmars),1/5/2020 16:57,*No Fee* Sunny 3 Bed 2 Bath W/ Laundry + City Views Near N & W Tra,"$3,508 ",3br -
 (Astoria / 30th Avenue),1/5/2020 16:55,No Fee* Sunny 2 Bed W/ Laundry in Unit *Near N & W Trains* ASTORIA,"$2,400 ",2br -
 (ozonepark),1/5/2020 16:53,Renovated Big 2BR on second floor,"$1,850 ",
 (richmondhill / ozonepark),1/5/2020 16:52,Affordable Renovated 2BR (All Utilities Included)+yard,"$1,600 ",
 (Jamaica Estates),1/5/2020 16:09,JAMAICA ESTATES RENOVATED 2BR/1BTH IN LUXURY BUILDING $2250,"$2,275 ","2br -
                    1000ft"
 (Corona),1/5/2020 16:04,"ID #: 1365046, Spacious 1 Bedroom Apartment for Rent in Corona","$1,550 ",1br -
 (KEW GARDEN HILLS),1/5/2020 15:45,LARGE 1 BEDROOM GARDEN APARTMENT  NO BOARD APPROVAL,"$1,750 ",1br -
 (BRIARWOOD),1/5/2020 15:44,LARGE 2 BED 2 BATH NO BOARD APPROVAL,"$2,300 ","2br -
                    900ft"
 (BRIARWOOD),1/5/2020 15:42,BRIARWOOD- LUXURY RENOVATED STUDIOS APARTMENTS 7186583597,"$1,599 ",400ft
 (Jamaica Estates),1/5/2020 15:40,OPEN HOUSE! JAMAICA ESTATES RENO 2/2BTH/BALCONY  718-658-3597 $2499,"$2,499 ","2br -
                    1000ft"
 (Woodside),1/5/2020 15:38,"Updated Apartment, Only $1925! Prime Location in Woodside! LOW FEE!","$1,925 ","1br -
                    700ft"
 (Ridgewood),1/5/2020 14:41,2 bath w/ Yard and Laundry in Building,"$2,550 ",2br -
 (Woodside),1/5/2020 14:37,WOODSIDE.STUDIO.LOTS.OF.CLOSETS.1ST.FLOOR.WOOD.FLOORS,"$1,734 ",
 (Bayside),1/5/2020 14:26,Bayside Brand New 2 Bedrooms apartment,"$1,850 ","2br -
                    700ft"
 (Ridgewood),1/5/2020 14:22,"STEPS AWAY FROM FOREST AVE ""M"" TRAIN STATION!! WON'T LAST!!!","$1,600 ",
 (Bayside),1/5/2020 14:14,Bayside Brand New 1 Bedroom Apartment,"$1,700 ","1br -
                    600ft"
 (Flushing),1/5/2020 12:30,2 bed room apartment for rent,"$1,800 ",2br -
 (Glen oaks),1/5/2020 12:28,Large studio,"$1,200 ",
 (CyPRESS HiLLS + 1st floor + Jamaica Ave),1/5/2020 11:22,🔴3CUARTOS<~~~~~~~~~~~~~~~~~~ LiSTO RENTAR FACIL. 1er PISO,"$2,400 ",3br -
" (Jackson Heights + E,F,M,R,7 trains)",1/5/2020 11:17,◇ CUARTO en RENTA <~~~~~~~~~~~~~~~~~~~,$850 ,1br -
 (JAMAICA),1/5/2020 11:16,🔴 TODO INCLUIDO: APARTAMENTO 2CUARTOS... Facil Rentar<~~~~~~🔴,"$1,800 ",2br -
 (QUEENS + NYC SKYLINE + WATER VIEW),1/5/2020 11:16,🔴 3Bd/2.5BA - Duplex Apartment!! w/ Parking<~~~~~~~~FACIL VEA HOY~🔴,"$3,000 ",3br -
 (JAMAICA),1/5/2020 11:15,🚨🚨1CUARTO -ESTUDIO BEISMAN <~~~~~~~~~~~~~~~,"$1,150 ",1br -
 (ASTORIA),1/5/2020 10:45,TWO BEDROOM APARTMENT,"$2,700 ","2br -
                    1100ft"
 (Kew Gardens),1/5/2020 9:30,Sunny and spacious Kew Gardens apt,"$2,500 ",3br -
 (Long Island City),1/7/2020 16:07,Video Tour Available -- Actual Photos -- 44Th Fl Brand New Studio -- N,"$2,875 ",
 (Briarwood),1/7/2020 16:03,Newly renovated ** 1 Bedroom ** UTILITIES INCLUDED! F TRAIN,"$1,725 ",1br -
 (Astoria),1/7/2020 15:59,Beautiful Astoria 1bed NO FEE,"$2,200 ",1br -
,1/7/2020 15:51,$1900 / 2br - 800ft2 - 3 Bed room Apartment for Rent (17738 106th Aven,"$1,900 ",800ft
 (Flushing),1/7/2020 15:46,"Elmhurst 4BR for Rent, $2800","$2,800 ",4br -
 (Long Island City),1/7/2020 15:39,No Broker Fee -- Actual Photos -- W/D In Unit -- Walk In Closet -- Sky,"$2,730 ",
 (Laurelton),1/7/2020 15:33,1 Bedroom Apt - All Included,"$1,300 ",1br -
 (Flushing),1/7/2020 15:29,ID:1363617 Beautiful & Spacious Newly Updated 2 Bedroom  Apartment,"$2,150 ",2br -
 (Kew Gardens),1/7/2020 15:29,Beautiful ** 1 Bedroom ** Laundry in building LIRR,"$1,875 ",1br -
 (SUNNYSIDE),1/7/2020 15:29,MOVE IN READY! ** 1 BEDROOM ** LAUNDRY IN BUILDING 7 TRAIN,"$1,950 ",1br -
 (OAKLAND GARDENS/BAYSIDE/FRESH MEADOW),1/7/2020 15:26,SPACIOUS! ** 1 BEDROOM ** LAUNDRY IN BUILDING,"$1,750 ",1br -
,1/7/2020 15:25,Pets OK! ** Studio ** UTILITIES INCLUDED! 7 TRAIN,"$1,650 ",
 (42nd Street & 47th Ave),1/7/2020 14:59,"Beautiful 1 Bedroom in Sunnyside, Queens","$1,800 ",1br -
 (67th Road & Booth Street),1/7/2020 14:53,Amazing 2 Bedroom in Forest Hills,"$2,000 ",2br -
 (Woodside),1/7/2020 14:49,3房2衛浴Woodside big 3bed 2bath apt plus basement for rent,"$3,200 ","3br -
                    1000ft"
 (Astoria),1/7/2020 14:48,Renovated 1 Br* Heart of Astoria* Front Balcony* Pets Ok!,"$1,900 ",
 (ozone park),1/7/2020 14:48,"2br - Amazing 2 bedroom apartment in Ozone Park, NY (ozone park)","$2,050 ",2br -
 (23rd Street & 31st Drive),1/7/2020 14:45,"Gorgeous 2 Bedroom with Balcony in Astoria, Queens","$2,495 ",2br -
 (astoria),1/7/2020 14:43,1 Bedroom Apt for REnt Feb 1 Off Ditmars near Steinway neighborhood,"$1,700 ","1br -
                    550ft"
 (Astoria),1/7/2020 14:42,Mint Prewar Unit! Cats ok! Elevator! N-W trains*30th Ave!,"$1,900 ",1br -
 (115 TH ST),1/7/2020 14:00,STUDIO/1BED/FIRST MTH RENT FREE MYRTLE AVE OFF 115TH ST RICHMOND HILL,"$1,495 ",
 (Astoria),1/7/2020 13:32,NO FEE---LUX 1 BED--BALCONY---PARKING----PRIME ASTORIA,"$2,750 ","1br -
                    600ft"
 (Ridgewood),1/7/2020 13:30,2.5 bedrooms with bay windows!,"$2,100 ",3br -
 (Corona),1/7/2020 13:27,Apartment for rent,"$2,500 ",3br -
 (Long Island City),1/7/2020 13:10,No Fee Best priced 2 bed 2 bath in the building with W/D,"$3,995 ",2br -
 (Astoria),1/7/2020 13:09,ASTORIA ONE BEDROOM APARTMENT 33RD STREET & 30TH AVE,"$1,650 ",1br -
 (Long Island City),1/7/2020 13:06,1 MONTH FREE---NO FEE---LUX STUDIO---VIEWS+AMENITIES,"$2,765 ",
 (Bayside),1/7/2020 13:05,Gorgeous Triplex 4 Bdrm- 3 Bth + Bsmt Apt,"$3,600 ",4br -
 (Astoria),1/7/2020 13:04,**ONE HUGE BEDROOM APARTMENT** SMALL PETS OK**PARKING& BACKYARD$****,"$2,200 ",1br -
 (Jamaica Estates),1/7/2020 12:58,OPEN HOUSE! JAMAICA ESTATES RENO 2/2BTH  718-658-3597 $2550,"$2,550 ","2br -
                    1000ft"
 (Briarwood),1/7/2020 12:53,$1800/Junior Four-2 Bedroom 675 SF Apartment,"$1,800 ","2br -
                    675ft"
 (Astoria),1/7/2020 12:51,Large renovated 1bed Great Astoria location,"$2,000 ","1br -
                    650ft"
 (Jamaica Estates),1/7/2020 12:48,JAMAICA ESTATES RENO ALCOVE STUDIO IN LUXURY BUILDINGS,"$1,649 ",550ft
 (Flushing @ Main St. 7 Train),1/7/2020 12:45,Massive 4BR 2 Full Bath Apt in Great Flushing Location!,"$2,599 ",4br -
,1/7/2020 12:44,Gorgeous 2BR 2BA rental unit is located in Desirable Throggs Neck,"$1,950 ",2br -
 (Astoria),1/7/2020 12:43,PRIME LOCATION--GUT RENO-----RAILROAD 2 BED---10 MIN TO MIDTOWN,"$2,100 ",2br -
 (Astoria),1/7/2020 12:43,One bedroom Elevator building,"$1,850 ","1br -
                    600ft"
 (Astoria),1/7/2020 12:40,3bed Broadway location,"$3,500 ","3br -
                    1200ft"
 (Jamaica Estates),1/7/2020 12:36,OPEN HOUSE! JAMAICA ESTATES RENO 2/2BTH/BALCONY  718-658-3597 $2499,"$2,499 ","2br -
                    1000ft"
 (BRIARWOOD),1/7/2020 12:35,BRIARWOOD- LUXURY RENOVATED STUDIOS APARTMENTS 7186583597,"$1,599 ",400ft
 (Jamaica Estates),1/7/2020 12:35,JAMAICA ESTATES RENOVATED 2BR/1BTH IN LUXURY BUILDING $2250,"$2,275 ","2br -
                    1000ft"
 (Astoria),1/7/2020 12:22,"Brand New! open Kitchen ,Laundry, 5min to Ditmars,N,W- move in Februar","$2,450 ",2br -
 (Jackson Heights (best location),1/7/2020 12:16,Large 2BR / Jackson Heights -New Kitchen & Bathroom!!! Elevator_No Fee,"$2,400 ",2br -
 (Whitestone),1/7/2020 12:14,Four bed room apartment,"$4,000 ",4br -
 (Elmhurst),1/7/2020 12:08,超大3房Elmhurst big 3bed apt for rent,"$2,400 ","3br -
                    1200ft"
" (55st, Woodside)",1/7/2020 12:03,"$2,5oo 3Bed 1Bath near R+M+#7 trains",$2 ,"3br -
                    1000ft"
 (Long Island City),1/7/2020 12:00,No Fee Best priced 2 bed 2 bath in the building with W/D,"$3,995 ",2br -
 (Elmhurst),1/7/2020 11:58,電梯樓Elmhurst nice 1bed apt for rent,"$1,800 ","1br -
                    500ft"
 (Astoria),1/7/2020 11:51,===30TH AVE===GUT RENOVATED===BRICK EXPOSED===HARDWOOD,"$2,100 ",2br -
 (🚝10mins to Midtown🚝),1/7/2020 11:37,No Credit Needed💣💣1Bed-1Bath w/Backyard,"$1,350 ","1br -
                    680ft"
 (Woodhaven / Glendale / Kew Gardens),1/7/2020 11:27,Gorgeous Renovated Large JR 1 Bed 1 Bath **Woodhaven** Elevator,"$1,700 ",1br -
 (QUEENS),1/7/2020 11:16,"*************1-CUARTO APTO BEISMAN $1,100 *************","$1,100 ",1br -
 (WOODHAVEN /CyPRESS HiLLS),1/7/2020 11:12,3CUARTOS LiSTO_______________________ 3BdRM ReADY,"$2,300 ",3br -
 (Glendale),1/7/2020 11:09,2-Bed/1-Bath Glendale-Renovated-Close to Myrtle Ave,"$2,200 ","2br -
                    1000ft"
 (Forest Hills),1/7/2020 10:07,"Newly Reduced Price: 1 Bed, 1 Bath","$2,295 ",1br -
 (Astoria),1/7/2020 10:03,2 Bedroom Apartment For Rent,"$2,350 ","2br -
                    850ft"
 (Long Island City),1/7/2020 9:53,2840 Jackson Avenue- Jackson Park LIC 1 Bedroom Apartment for Rent,"$2,800 ","1br -
                    675ft"
 (East Elmhurst),1/7/2020 9:52,3 bedroom 2 Bathroom Apartment,"$2,550 ","3br -
                    995ft"
 (Richmond Hill),1/7/2020 9:37,2800 apartment for rent,"$2,800 ",4br -
 (37-37 69th Street 3rd floor Woodside),1/7/2020 9:31,3 Bedroom Apartment 1/2 block to 7 train Best location in Woodside,"$2,800 ",3br -
 (Long Island City / Sunnyside),1/7/2020 9:00,"Large Renovated Studio Apartment for $1,600","$1,600 ",
 (Ridgewood),1/7/2020 8:50,All utilities included!!No brokers FEE 3 bdr Box!!!,"$2,499 ",3br -
 (Ozone Park__Richmond Hill___Woodhaven),1/7/2020 8:44,Two Bedroom Near A Train___Rockaway blvd___Jfk Airport,"$1,887 ",
 (ASTORIA),1/7/2020 8:34,VERY LARGE 3 BEDROOM APARTMENT BROADWAY @ 41 STREET,"$3,400 ","3br -
                    1300ft"
 (ASTORIA),1/7/2020 8:32,VERY LARGE 2 BEDROOM APARTMENT 36TH AVENUE @ 30 STREET,"$2,500 ","3br -
                    1200ft"
 (ASTORIA),1/7/2020 8:30,LUXURY 1 BEDROOM APARTMENT BROADWAY @ 37 STREET,"$1,950 ","1br -
                    650ft"
 (Hollis),1/7/2020 8:26,Bedroom Apt*Heat & hot water included,"$2,495 ",5br -
 (Astoria),1/7/2020 8:07,Astoria Luxury Waterfront 1 Bed== No Fee Feb 1 Move in,"$2,850 ",1br -
 (Astoria),1/7/2020 7:58,Amenity Filled 1 Bed at The Lillian Astoria,"$2,600 ",1br -
 (Forest Hills),1/7/2020 7:40,Great Studio Prime Forest Hills - Subway - Shopping -,"$1,550 ",
 (Rosedale),1/7/2020 6:25,Furnished Room for rent in 2br Basement apt,$800 ,2br -
 (Bayside—Oakland Gardens),1/7/2020 1:39,"Large,All Utilities Incl,Balcony,SS Appliances*Hablo Español","$2,200 ",2br -
 (Woodside),1/7/2020 1:38,"1stFL,All Utlities Included,Walk To Train*Hablo Español","$2,500 ",2br -
" (College Point near Malba,Whitestone and NORTH Flushing)",1/7/2020 1:33,"2BR,NEWkit/DW,NEWbth,PORCH,ATTIC,WOODflr,w/Heat,WaterCOOKING Gas","$1,900 ",2br -
" (Bayside near Bayside LIRR, Douglaston and Little Neck)",1/7/2020 1:19,"2BRnearBAYSIDE LIRR,RENOVkit/bathDR/LR,WOODflAbsentLL,BALCONY,DRIVEWAY","$2,300 ",2br -
" (Bayside near LIRR, Douglaston and Flushing)",1/7/2020 1:15,"ONLY$1000Fee1BR nr LIRR,NEWkit,NEWbath,WOODflr,HIGHhatLightingWASH/DRY","$1,575 ",1br -
" (Bayside near LIRR, NORTH Flushing and Whitestone)",1/7/2020 1:14,"2BR near LIRR,Eat-in-KitchenRENOVATEDbath,WOODflr,w/Heat and Hot Water","$1,725 ",2br -
 (Jamaica),1/6/2020 23:16,"Newly Renovated 3bed, 2bed, and1bed apts for Rent","$1,700 ",
 (Astoria),1/6/2020 22:59,Classic PreWar building elevator & laundry,"$1,650 ",
 (Jackson Heights),1/6/2020 22:53,Apartamento en Renta,"$1,850 ",1br -
 (Corona),1/6/2020 22:43,Apartamento en Renta,"$3,300 ",3br -
" (Jamaica, Queens)",1/6/2020 21:47,Beautiful basement for rent,"$1,100 ",
 (Jamaica Estates),1/6/2020 21:43,5 bedroom for rent  3 bathrooms,"$4,200 ",
" (Jamaica Estates, Queens Village, Hollis)",1/6/2020 20:41,"Jumbo, New Style (Studio) Separate Kitchen, Elevator/Laundry, E/F Line","$1,550 ",
 (Kew Gardens),1/6/2020 20:33,Spacious 2 bedroom apartment for rent,"$1,750 ",2br -
 (Queens),1/6/2020 20:26,No Fee Spacious Apartment Long Island City Doorman washer/dryer,"$3,212 ",1br -
 (Long Island City),1/6/2020 20:19,No Fee Best priced 2 bed 2 bath in the building with balcony & W/D,"$3,995 ",2br -
 (Sunnyside),1/6/2020 20:08,"HUGE APARTMENT, NO FEE, DINING AREA, BEAUTIFUL MANHATTAN VIEWS","$2,100 ","1br -
                    825ft"
 (Astoria),1/6/2020 20:02,Renovated 2BR in a 6F building - BROADWAY,"$2,350 ",2br -
 (Bellerose Manor),1/6/2020 19:57,2 bedroom apartment,"$2,100 ","2br -
                    1350ft"
 (Whitestone),1/6/2020 19:53,One bedroom Apt,"$1,550 ","1br -
                    1200ft"
 (Long Island City),1/6/2020 19:35,Luxury 2 Bedroom + LIC + NO FEE + 1 Month FREE + GYM + POOL,"$5,354 ","2br -
                    1000ft"
 (Rockaway Park),1/6/2020 19:27,Spacious 2BR apartment...  by owner,"$1,900 ","2br -
                    800ft"
 (RIICHMOND HILL),1/6/2020 19:16,RICHMOND HILL NY - 3 BEDROOM APARTMENT FOR RENT BY THE OWNER,"$2,300 ",3br -
 (Woodside),1/6/2020 19:15,2 BR 2 BATHROOM WOODSIDE ****NEW BUILDING*****,"$2,500 ",2br -
 (WHITHESTONE),1/6/2020 19:14,WHITESTONE NY - 3 BEDROOM APARTMENT FOR RENT,"$2,900 ",3br -
 (Long Island City),1/6/2020 19:13,NO FEE ! SPACIOUS STUDIO APARTMENT in LIC !!,"$2,520 ",550ft
 (Queens Village),1/6/2020 19:05,Fully Renovated 3 Bedroom Rental,"$2,500 ",3br -
 (Astoria),1/6/2020 18:29,"SPACIOUS 2Bd/2Ba in ASTORIA, 2 BALCONIES, LUXURY,  NO FEE!","$4,025 ",2br -
 (Little Neck),1/6/2020 18:28,"Brand New 3Bed2Bath Apartment,1Fl,CAC,1300sq","$2,500 ","3br -
                    1300ft"
 (CAMBRIA HEIGHTS QUEENS),1/6/2020 17:25,HUGE 3 BEDROOM 2 BATH APARTMENT,"$2,487 ","3br -
                    1450ft"
 (Sunnyside),1/6/2020 17:23,Sunnyside * Gorgeous Spacious 1 Bed 1 Bath * By 7 Train  Shopping *,"$2,000 ",1br -
 (Sunnyside),1/6/2020 17:23,Sunnyside * Gorgeous Spacious 2 Bed 1 Bath * By 7 Train  Shopping *,"$2,900 ",2br -
 (Kew Gardens),1/6/2020 16:59,"Renovated Spacious 1 Bed 1 Bath * Kew Gardens * By J,E,F Trains  LIRR","$1,875 ",1br -
 (Woodhaven / Richmond Hill / Ozone Park),1/6/2020 16:57,Elevator/Laundry ( 2 Bed ) Close to J Train + Q56 Bus (LIMITED TIME),"$2,199 ","2br -
                    1000ft"
 (Kew Gardens),1/6/2020 16:55,"Efficient & Comfy ( 1 Bed ) Clean/Quiet, Elevator/Laundry, E / J Train","$1,850 ",1br -
 (Astoria),1/6/2020 16:45,"Brand New! open Kitchen ,Laundry, 5min to Ditmars,N,W- move in Septemb","$2,450 ",2br -
" (Astoria, Near 30th Ave)",1/6/2020 16:43,Gut Renovated 2 BR – W/D In Building – PET FRIENDLY!,"$2,800 ",2br -
 (Astoria),1/6/2020 16:42,===30TH AVE===GUT RENOVATED===BRICK EXPOSED===HARDWOOD,"$2,100 ",
 (Queens),1/6/2020 16:36,"2Br+Dinning/Home Office, SkyLights,5min to 30th Avenue N,W","$2,800 ","3br -
                    1000ft"
 (Crown Heights),1/6/2020 16:36,"2 bedrooms  Eastern Pkwy brand new renovated, Crown Heights, NY $1810","$1,810 ",2br -
 (Richmond Hill),1/6/2020 16:35,Fully furnished Modern 3 Bedroom 2 Bathroom apartment,"$2,400 ","3br -
                    1100ft"
 (Astoria),1/6/2020 16:21,******BRAND NEW CORNER UNIT******1 MONTH FREE*******PET FRIENDLY******,"$2,600 ",2br -
 (Astoria),1/6/2020 16:19,** NO FEE** LUXURY 1 BED ** BALCONY ** PARKING ** LAUNDRY **,"$2,750 ",1br -
 (Astoria),1/6/2020 16:13,-> Triboro Bridge Views -- No Fee! -- Private Terrace! --Washer/Dryer,"$2,995 ","1br -
                    675ft"
 (🗺43-03 Broadway🗺Astoria),1/6/2020 16:05,"$2,6oo 3Bed-1Bath w/Dishwasher+Skylight",$2 ,"3br -
                    1150ft"
 (🚆near #7 train🚆),1/6/2020 16:00,"🔥$2,5oo🔥3Bed 1Bath🔥1st Floor",$25 ,"3br -
                    1100ft"
 (Astoria),1/6/2020 15:51,** Queen size bedrooms ** Upper Ditmars Area **,"$2,450 ","2br -
                    850ft"
 (JAMAICA),1/6/2020 15:49,1CUARTO -ESTUDIO BEISMAN <~~~~~~~~~~~~~~~~~~~,"$1,150 ",1br -
 (Long Island City),1/6/2020 15:48,42nd Fl 1 Bed -- NYC Skyline Views -- Newer Building -- 5 Min to NYC!,"$3,047 ",1br -
 (Flushing North * Whitestone),1/8/2020 15:24,“No Fee!”Washer/Dryer*Driveway*New Kitchen&Floors*Renovated,"$2,300 ",3br -
 (Flushing),1/8/2020 15:11,Apartments Available - 154-86 71st Ave,"$1,650 ",1br -
 (FOREST HILLS),1/8/2020 15:09,Apts Available-Imm Occupancy If Necessary,"$2,500 ","2br -
                    1050ft"
 (Forest Hills),1/8/2020 15:09,Apts Available-Imm Occupancy If Necessary,"$1,800 ","1br -
                    750ft"
 (College Point),1/8/2020 15:04,ID:1363557 Newly Renovated 2 Bedroom Apartment for Rent,"$1,800 ",2br -
 (Astoria / 30th Avenue),1/8/2020 14:55,No Fee* Sunny 2 Bed W/ Laundry in Unit *Near N & W Trains* ASTORIA,"$2,650 ",2br -
 (Richmond hill),1/8/2020 14:54,3br apt for rent all utilities included first floor,"$2,500 ",
 (Bayside//LIRR//BELL BLVD//EZ COMMUTE!),1/8/2020 14:48,Bayside Manor! Exclusive listing! Large renovated 1brs**DOGS OK! LIRR!,"$1,875 ","1br -
                    750ft"
 (Woodhaven),1/8/2020 14:46,Large Updated True 2Br Close to Everything - $2225,"$2,225 ","2br -
                    1100ft"
 (Flushing),1/8/2020 14:33,Flushing House Apartment,"$2,100 ","3br -
                    800ft"
 (Bellerose),1/8/2020 14:04,Apartment for rent in Bellerose,"$2,000 ",2br -
" (Bayside near Bayside LIRR, Douglaston and Little Neck)",1/8/2020 13:58,"2BRnearBAYSIDE LIRR,GRANITkit/bathDR/LR,WOODflAbsentLL,BALCONY,DRIVEWY","$2,300 ",2br -
" (Bayside near LIRR, Douglaston and Flushing)",1/8/2020 13:51,"ONLY$1000Fee1BR nr LIRR,NEWkit,NEWbath,WOODflr,HIGHhatLightingWASH/DRY","$1,575 ",1br -
" (Bayside near LIRR, NORTH Flushing, Whitestone)",1/8/2020 13:50,"2 BR near LIRR,NEWkit/STEELappl/DISH,NEWbath,WOODflrWASHR/DRYRabsentLL","$2,100 ",2br -
 (ridgewood),1/8/2020 13:33,Newly renovated 3 bed! No fee!,"$2,699 ","3br -
                    1015ft"
 (Long Island City),1/8/2020 13:29,No Fee - Feb 1 – Luxury 1BR/BA + 18th Floor Views + LIC + 1 Month FREE,"$2,805 ",1br -
 (Astoria),1/8/2020 13:25,*** NO FEE *** MASSIVE 2 BED *** RENOVATED *** 1200SF *** 30TH AVE,"$2,900 ","2br -
                    1200ft"
 (Rockaway park),1/8/2020 13:24,Ocean View Luxury Penthouse Duplex Condo,"$2,900 ","3br -
                    1400ft"
 (Astoria),1/8/2020 13:22,MASSIVE 2 BED---PRIME ASTORIA--GUT RENO,"$2,899 ","2br -
                    1000ft"
 (Astoria),1/8/2020 13:19,*** HUGE 3 BEDROOM APARTMENT***KING SIZE BEDS***1 BLOCK TO N/W BROADWA,"$2,900 ","3br -
                    1300ft"
 (Ridgewood),1/8/2020 13:15,Huge 2 Bedroom + Big Duplex 1.5 Bath in the heart of Ridgewood!,"$3,299 ","3br -
                    1200ft"
 (BRIARWOOD),1/8/2020 13:11,LARGE RENOVATED 2 BED 2 BATH NO BOARD APPROVAL,"$2,300 ",2br -
 (Astoria),1/8/2020 13:10,#NAME?,"$2,750 ",1br -
 (Glendale),1/8/2020 13:08,NEW 2Bd in Glendale,"$1,950 ","2br -
                    950ft"
 (Astoria),1/8/2020 13:02,Beautiful studio in a 3F house/dishwasher/backyard - Ditmars Blvd,"$1,600 ",
 (43-03 Broadway ~ Astoria),1/8/2020 12:57,"$2,6oo 3Bed 1Bath ~ w/Dishwasher+Skylight",$2 ,"3br -
                    1149ft"
 (Jamaica),1/8/2020 12:52,2CUARTOS APTO____________Facil Rentar<~~~~~~~~~~~~~~~~~~🔴,"$1,800 ",2br -
 (CyPRESS HiLLS + 1st floor + Jamaica Ave),1/8/2020 12:51,🔴3CUARTOS<~~~~~~~~~~~~~~~~~~ LiSTO RENTAR FACIL. 1er PISO,"$2,400 ",3br -
 (QUEENS + NYC SKYLINE + WATER VIEW),1/8/2020 12:47,3BdRM +2.5Bath - Duplex Apartment! w/ Parking<~~~~~~~~FACIL VEA HOY~🔴,"$3,000 ",3br -
 (Astoria),1/8/2020 12:47,Nice studio/dishwasher/backyard in a 3F house - Ditmars,"$1,600 ",
 (WOODHAVEN /CyPRESS HiLLS),1/8/2020 12:46,3CUARTOS LiSTO_______________________ 3BdRM ReADY,"$2,300 ",3br -
 (near R+M trains),1/8/2020 12:43,New Year $pecial - $tudio for 1 Person,"$1,000 ","1br -
                    410ft"
 (QUEENS),1/8/2020 12:34,"*************1-CUARTO APTO BEISMAN $1,150 *************","$1,150 ",1br -
 (Astoria),1/8/2020 12:33,2R Studio in Great Astoria Location -- Short Walk to Subway!,"$1,686 ",1br -
 (Astoria),1/8/2020 12:31,Spacious renovated 1BR in a 3F house - next to 30TH Ave,"$1,900 ",1br -
 (Sunnyside),1/8/2020 12:28,Sunnyside * Gorgeous Spacious 2 Bed 1 Bath * By 7 Train  Shopping *,"$2,900 ",2br -
 (Jamaica Center🔥E-J-Z trains),1/8/2020 12:25,"🔥(4-units left)🔥 2BR's $2,ooo w/Balcony+Rooftop",$1 ,"2br -
                    900ft"
 (Kew Gardens),1/8/2020 12:25,"No Fee  1 Month Free * Gorgeous Spacious 3 Bed 1 Bath * Kew Gardens * By E,F,J T","$2,532 ",3br -
 (Kew Gardens),1/8/2020 12:25,"No Fee  1 Month Free * Spacious 1 Bed 1 Bath * Kew Gardens * By E,F,J Trains  LI","$1,821 ",1br -
 (Kew Gardens),1/8/2020 12:24,"No Fee  1 Month Free * Renovated Spacious 1 Bed 1 Bath * Kew Gardens * By E,F,J ","$1,727 ",1br -
 (Kew Gardens),1/8/2020 12:23,"Renovated Spacious 1 Bed 1 Bath * Kew Gardens * By J,E,F Trains  LIRR","$1,875 ",1br -
 (Rego Park),1/8/2020 12:23,No Fee  1 Month Free * Renovated Spacious 1 Bed 1 Bath * By M  R Trains * Rego P,"$2,123 ",1br -
 (Rego Park),1/8/2020 12:23,No Brokers Fee  1 Month Free * Renovated Spacious 1 Bed 1 Bath * By M  R Trains ,"$2,146 ",1br -
 (Rego Park),1/8/2020 12:22,No Fee  1 Month Free * Renovated Spacious 1 Bed 1 Bath * By M/R Trains  Rego Par,"$1,936 ",1br -
